company_name,ticker,first_trade_date
Williams-Sonoma,WSM,426432600
Surmodics Inc,SRDX,889021800
Millicom International Cellular S.A.,TIGO,1547044200
Invesco Muni Opportunity Trust,VMO,707578200
Valor Latitude Acquisition Corp Cl A,VLAT,1624541400
Clean Energy Fuels,CLNE,1180099800
Nordson Corp,NDSN,322237800
Xperi Inc,XPER,1663680600
Kronos Worldwide Inc,KRO,1070980200
Corner Growth Acquisition Corp 2 Cl A,TRON,1628688600
Fortis Inc,FTS,1262701800
American Tower Corp,AMT,888589800
Kirby Corp,KEX,322151400
Tecnoglass Inc,TGLS,1336656600
Hasbro Inc,HAS,322151400
Reborn Coffee Inc,REBN,1660311000
Sdcl Edge Acquisition Corp Cl A,SEDA,1640701800
Smallcap Core Alphadex Fund FT,FYX,1178803800
Tilray Brands Inc,TLRY,1532007000
Kintara Therapeutics Inc,KTRA,1361543400
Ultra Nasdaq Cloud Computing 2X ETF,SKYU,1611239400
America's Car-Mart,CRMT,542644200
Eagle Pharmaceuticals,EGRX,1392215400
Sos Ltd ADR,SOS,1493386200
Quinstreet Inc,QNST,1265898600
Ucommune Intl Ltd,UK,1573137000
Burford Capital Ltd,BUR,1603114200
Urogen Pharma Ltd,URGN,1493904600
Hamilton Lane Inc Cl A,HLNE,1488378600
IQ Chaikin U.S. Small Cap ETF,CSML,1494941400
Wix.com Ltd,WIX,1383748200
Endra Life Sciences Inc,NDRA,1498829400
Northern Trust Corp,NTRS,322151400
GX Superdividend REIT ETF,SRET,1426599000
Dreyfus Alcentra Global Credit Income,DCF,1509370200
New Providence Acquisition Corp II Cl A,NPAB,1640874600
Camping World Holdings Inc,CWH,1475847000
Ke Holdings Inc ADR,BEKE,1597325400
L S I Industries,LYTS,479485800
Nu Holdings Ltd Cl A,NU,1639060200
Healthequity,HQY,1406813400
Cabana Target Drawdown 10 ETF,TDSC,1600349400
Plains Gp Holdings LP,PAGP,1381930200
Exxon Mobil Corp,XOM,-252322200
Nexgel Inc,NXGL,1640183400
Jetblue Airways Cp,JBLU,1018618200
Protagenic Therapeutics Inc,PTIX,1619530200
Cepton Inc,CPTN,1616679000
Oscar Health Inc Cl A,OSCR,1614781800
Dominion Resources,D,322151400
Legg Mason Bw Global Income,BWG,1332941400
Bellus Health Inc,BLU,1063891800
Bs 2024 High Yield Corp Bond ETF,BSJO,1473859800
Dte Energy Company,DTE,-252322200
26 Capital Acquisition Corp Cl A,ADER,1615213800
Bank of So Car Cp,BKSC,530458200
Kaiser Aluminum,KALU,1152279000
Legg Low Vol HI Div ETF,LVHD,1451399400
On Assignment,ASGN,717168600
Cyclo Therapeutics Inc,CYTH,957360600
Panacea Acquisition Corp II Cl A,PANA,1617802200
Supercom Ltd,SPCB,1108650600
Aegon Funding Company Llc 5.10%,AEFC,1571923800
Social Leverage Acquisition Corp I Cl A,SLAC,1617629400
BP Plc ADR,BP,-252322200
Li-Cycle Holdings Corp,LICY,1605537000
Magic Empire Global Limited,MEGL,1659706200
Sasol Ltd ADR,SSL,388675800
Semantix Inc,STIX,1618407000
Hormel Foods Corp,HRL,322151400
Piper Jaffray Companies,PIPR,1073053800
Planet Fitness,PLNT,1438867800
Herzfeld Caribbean,CUBA,769440600
Root Inc,ROOT,1603891800
Blackrock Science and Technolo,BST,1414589400
Abrdn Global Premier Properties Fund,AWP,1177594200
Regeneron Pharmaceuticals,REGN,670602600
American Lithium Corp,AMLI,1457533800
Byte Acquisition Corp Cl A,BYTS,1620653400
Oblong Inc,OBLG,803568600
Liquid Media Group Ltd,YVR,744298200
Columbia Sprtswr,COLM,891009000
Dillard's,DDS,322151400
Udemy Inc,UDMY,1635514200
American Eagle Outfitters,AEO,766330200
Spire Inc,SR,99153000
Marvell Technology Inc,MRVL,962371800
Portman Ridge Finance Corp,PTMN,1165933800
Stronghold Digital Mining Inc Cl A,SDIG,1634736600
Village Bank & Trust,VBFC,828369000
Malibu Boats Inc,MBUU,1391178600
Mgo Global Inc,MGOL,1673620200
Scilex Holding Co.,SCLX,1614954600
Bon Natural Life Ltd,BON,1624541400
Secureworks Corp CS,SCWX,1461245400
Minerva Neuroscie,NERV,1404221400
Mediwound Ltd Ord Sh,MDWD,1395322200
FT Momentum & Value ETF,DVLU,1539869400
Essential Properties Realty Trust Inc,EPRT,1529587800
Cea Indistries Inc,CEAD,1395063000
Eaton Vance Muni Income Trust,EVN,917447400
Blackrock Muniyield Michigan Quality,MIY,720887400
Gladstone Comml,GOOD,1060867800
Catalyst Pharm Inc,CPRX,1162996200
India 50 Ishares ETF,INDY,1258727400
Investar Holding,ISTR,1404221400
Blackrock Resources,BCX,1301405400
Diamondhead Holdings Corp Cl A,DHHC,1617024600
Emrg Mkts Ex China Ishares MSCI ETF,EMXC,1501075800
John Hancock Preferred Income Fund III,HPS,1055856600
Marpai Inc Cl A,MRAI,1635341400
Motorcar Parts Amer,MPAA,764433000
Magnite Inc,MGNI,1396445400
Martin Midstrm LP,MMLP,1036161000
Twist Bioscience Corp,TWST,1540992600
Nextgen Healthcare Inc,NXGN,407601000
Vaxxinity Inc Cl A,VAXX,1636641000
Celestica Inc,CLS,899213400
Tcw Opportunistic Fixed Income ETF FT,FIXD,1487255400
Abb Ltd ADR,ABB,986563800
Macquarie/First Trust Global,MFD,1080311400
Lightinthebox Holding Ltd ADR,LITB,1370525400
Southland Holdings Inc,SLND,1640269800
Steris Corp,STE,707405400
Alexander's Inc,ALX,99153000
Greenpro Capital Corp,GRNQ,1528896600
Lion Group Holding Ltd ADR,LGHL,1561123800
GS MLP Energy Renaissance Fund,GER,1411738200
Redfin Corp,RDFN,1501248600
Regal Rexnord Corp,RRX,322151400
Nuzee Inc,NUZE,1592573400
Draganfly Inc,DPRO,1610116200
Arlo Technologies Inc,ARLO,1533303000
Rocky MT Chocolate,RMCF,508516200
Theratechnologies Inc,THTX,1234535400
Pplus Trust,PYT,1090935000
S&P Smallcap 600 Growth Ishares ETF,IJT,964791000
Full House Rsts,FLL,745594200
Heron Therapeutics,HRTX,556983000
Pb Bankshares Inc,PBBK,1626355800
Fluence Energy Inc Cl A,FLNC,1635427800
Alignment Healthcare Inc,ALHC,1616765400
Landstar System,LSTR,731341800
Zerofox Hldgs Inc,ZFOX,1610029800
Genenta Science S.P.A. ADR,GNTA,1639578600
First Bank,FRBA,1287149400
Kubient Inc,KBNT,1597239000
Dave & Buster's Entertainment,PLAY,1412947800
Ericsson ADR,ERIC,367507800
Ishares Ibonds Dec 2025 Term Treasury,IBTF,1582900200
Mind Medicine Mindmed Inc,MNMD,1479220200
Reading International Inc Cl B,RDIB,947082600
Tracon Pharma,TCON,1422628200
Rubicon Technologies Cl A,RBT,1660656600
Cooper Std Holdings Inc,CPS,1274794200
Biote Corp,BTMD,1619616600
Korea Telecom Corp ADR,KT,927725400
Finnovate Acquisition Corp Cl A,FNVT,1639060200
Bigcommerce Holdings Inc,BIGC,1596634200
Bluescape Opportunities Acquisition Cl A,BOAC,1608301800
Terra Property Trust 6.00% Notes,TPTA,1623850200
Ngm Biopharmaceuticals Inc,NGM,1554384600
Pool Corp,POOL,813591000
Liveramp Holdings Inc,RAMP,440260200
First Mid Ill Bncshr,FMBH,921594600
Addentax Group Corp,ATXG,1520346600
Navigator Holdings,NVGS,1168353000
Baker Hughes Company,BKR,544714200
Spring Valley Acquisition Corp. II Cl A,SVII,1666963800
Biomarin Pharmaceuticals,BMRN,932995800
Flaherty & Crumrine/Claymore Total,FLC,1061991000
Aditxt Inc,ADTX,1593523800
Evogene Ltd Ord,EVGN,1287149400
Novavax Inc,NVAX,818173800
Ameriserv Financial,ASRV,475943400
Recruiter.com Group Inc,RCRT,1348579800
Workiva Llc,WK,1418394600
Babylon Hldgs Ltd,BBLN,1617283800
Icici Bank Ltd ADR,IBN,954253800
Gaming & Leisure,GLPI,1381757400
Synnex Corp,SNX,1069770600
American International Group,AIG,94833000
Corsair Gaming Inc,CRSR,1600867800
Eagle Bulk Ship,EGLE,1119965400
Knightscope Inc Cl A,KSCP,1643293800
Delek Logistics Partners LP,DKL,1351863000
Lument Finance Trust Inc,LFT,1363959000
Bristow Group Inc,VTOL,1358865000
Greenidge Generations Hldgs Inc,GREE,964013400
Lyondellbasell Industries NV,LYB,1272461400
Adv Micro Devices,AMD,322151400
Ansys Inc,ANSS,835277400
Oceanpal Inc,OP,1638282600
IQ Chaikin U.S. Large Cap ETF,CLRG,1513175400
Graniteshares Nvda 1.5X Daily ETF,NVDL,1670941800
Broadmark Realty Capital Inc,BRMK,1573828200
ASA Gold and Precious Metals,ASA,252685800
Arcellx Inc,ACLX,1643985000
South Jersey Industries,SJI,76339800
Altair Engineering Inc Cl A,ALTR,1509543000
Curevac N.V.,CVAC,1597411800
Treasure Global Inc,TGL,1660224600
Team Inc,TISI,339773400
Vivakor,VIVK,1251984600
Curiositystream Inc,CURI,1578493800
PNM Resources Inc,PNM,99153000
The Short De-Spac -1X ETF,SOGU,1621431000
Oxbridge Ord Shrs,OXBR,1395927000
Neurometrix Inc,NURO,1090503000
Victorias Secret & Co.,VSCO,1626874200
American Outdoor Brands Inc,AOUT,1598016600
Siriuspoint Ltd,SPNT,1376573400
Beasley Broadcast Group,BBGI,950279400
Loop Industries Inc,LOOP,1511188200
First Republic Bank,FRC,1291905000
GX Video Games & Esports ETF,HERO,1572528600
FT DJ International Internet ETF,FDNI,1541773800
Manitex Intl Inc,MNTX,1108477800
Invesco Electric Vehicle Metals,EVMT,1650979800
Rand Capital Cp,RAND,322151400
Pitney Bowes Inc,PBI,76253400
Organogenesis Holdings Inc,ORGO,1483626600
Jabil Circuit,JBL,736435800
National Presto Industries,NPK,322151400
Xenetic Biosciences Inc,XBIO,1467293400
Saverone 2014 Ltd ADR,SVRE,1654263000
Moelis,MC,1397655000
Nwtn Inc Cl B,NWTN,1584711000
Doximity Inc Cl A,DOCS,1624541400
Nv5 Global,NVEE,1380547800
Gfl Environmental Inc,GFL,1583245800
Innovate Corp,VATE,1247491800
Bleuacacia Ltd Cl A,BLEU,1641825000
Portillo's Inc,PTLO,1634823000
Elys Game Tech Corp,ELYS,1577802600
Lifetime Brands Inc,LCUT,676128600
Exlservice Holdings,EXLS,1161351000
Aprea Therapeutics Inc,APRE,1570109400
Westrock Company,WRK,1435152600
Daseke Inc,DSKE,1450449000
Patterson-Uti Energy,PTEN,752250600
O'Reilly Automotive,ORLY,735571800
Nextcure Inc,NXTC,1557408600
Moonlake Immunotherapeutics,MLTX,1603200600
Westlake Chemical Partners LP,WLKP,1406727000
Gamida Cell Ltd,GMDA,1540560600
Ideal Power Inc,IPWR,1385130600
Chunghwa Telecom Ltd ADR,CHT,1058535000
Discovery Inc Series A,WBD,1120829400
Boqii Holding Ltd ADR,BQ,1601472600
International Seaways Inc,INSW,1479306600
Urban-Gro Inc,UGRO,1573741800
John Hancock Preferred,HPI,1058275800
Emerson Electric Company,EMR,76253400
Sera Prognostics Inc Cl A,SERA,1626355800
Genworth Financial Inc,GNW,1085491800
Sociedad Quimica Y Minera S.A. ADR,SQM,748618200
Technology & Telecom Acquisition Cl A,TETE,1646836200
Bakkt Hldgs Inc,BKKT,1605796200
Carriage Services,CSV,839597400
Istar Financial Inc,STAR,627229800
Paramount Global Cl B,PARA,1133793000
Asbury Automotive Group Inc,ABG,1016721000
Nasdaq QQQ Invesco ETF,QQQ,921076200
Tarena Intl ADR,TEDU,1396531800
Sei Investments Company,SEIC,354378600
Banyan Acquisition Corp Cl A,BYN,1647955800
Brookfield Real Assets Income Fund Inc,RA,1480689000
Albemarle Corp,ALB,761927400
Eastgroup Properties,EGP,99153000
T2 Biosystems CS,TTOO,1407418200
Akili Inc,AKLI,1625059800
Core & Main Inc Cl A,CNM,1626960600
Khosla Ventures Acquisition III Cl A,KVSC,1616592600
Progyny Inc,PGNY,1572010200
Integra Lifesciences,IART,808579800
Ivy High Income Opportunities,IVH,1369834200
Ishares MSCI China Multisector Tech ETF,TCHI,1643725800
Jounce Therapeutics Inc,JNCE,1485527400
Yum! Brands,YUM,874503000
Arvinas Inc,ARVN,1538055000
Mogu Inc ADR,MOGU,1544106600
Silicon Labs Inc,SLAB,953908200
Nanostring Tech,NSTG,1372253400
Rambus Inc,RMBS,863616600
Gh Research Plc,GHRS,1624627800
Wisdomtree Emerging Markets Corporate,EMCB,1331217000
Blackrock Investment Quality Municipal,BKN,730132200
Walker & Dunlop,WD,1292423400
Ebay Inc,EBAY,906643800
Twin Vee Powercats Co.,VEEE,1626874200
Ambrx Biopharma Inc ADR,AMAM,1624023000
KB Financial Group Inc ADR,KB,1005661800
Vistagen Therap. Com,VTGN,1308663000
Banco Santander Brasil S.A. ADR,BSBR,1254922200
Avient Corp,AVNT,937229400
Mason Industrial Technology Inc Cl A,MIT,1616419800
Viomi Technology Ltd ADR,VIOT,1537882200
Washington TR Bncorp,WASH,550157400
3-7 Year Treas Bond Ishares ETF,IEI,1168525800
Backblaze Inc Cl A,BLZE,1636641000
Citizens Inc,CIA,344788200
Q2 Holdings Inc,QTWO,1395322200
Woodside Energy Group Ltd,WDS,848327400
Fortress Biotech Inc,FBIO,1321540200
Insmed Inc,INSM,959866200
GX Social Media ETF,SOCL,1321367400
Koss Cp,KOSS,322151400
Ultrashort Nasdaq Biotechnology -2X ETF,BIS,1270819800
Greentree Hospitality Group Ltd ADR,GHG,1522157400
Cabana Target Leading Sector,CLSC,1626183000
Universal Logis Holdings,ULH,1108132200
Bwx Technologies Inc,BWXT,1280755800
Micro Focus Intl Plc ADR,MFGP,1502976600
Svf Investment Corp 2 Cl A,SVFB,1615300200
Suburban Propane Partners LP,SPH,825604200
Black Mountain Acquisition Corp Cl A,BMAC,1636727400
Wheaton Precious Metals,WPM,1120656600
Rivian Automotive Inc Cl A,RIVN,1636554600
North Atlantic Acquisition Corp Cl A,NAAC,1616074200
Cheetah Mobile Inc ADR,CMCM,1399555800
Bowman Consulting Group Ltd,BWMN,1620394200
Mosaic Company,MOS,570205800
Nuveen New York Divadv Fund,NAN,927725400
Biophytis Sa ADR,BPTS,1612967400
Garmin Ltd,GRMN,976285800
Rain Oncology Inc,RAIN,1619184600
Guardant Health Inc,GH,1538659800
Qatar Ishares MSCI ETF,QAT,1398951000
Ugi Corp,UGI,99153000
Owl Rock Capital Corp,ORCC,1563456600
Wisdomtree VOYA Yield Enhanced USD Fund,UNIY,1675780200
West Bancorp,WTBA,925738200
Incannex Healthcare Ltd ADR,IXHL,1646231400
Chesapeake Utilities Corp,CPK,322151400
Roblox Corp Cl A,RBLX,1615386600
Emrg Mkts Asia Ishares MSCI ETF,EEMA,1328797800
Maxpro Capital Acquisition Corp Cl A,JMAC,1637937000
Tkb Critical Technologies 1 Cl A,USCT,1640615400
Coca Cola Bot Cons,COKE,99153000
Creative Realities Inc,CREX,1164637800
Virtus Investment Partners,VRTS,1230906600
Norwegian Cruise Ord,NCLH,1358519400
Papaya Growth Opportunity I Cl A,PPYA,1646404200
Hca Holdings Inc,HCA,1299767400
Aligos Therapeutics Inc,ALGS,1602855000
Blue Water Vaccines Inc,BWV,1645194600
Palisade Bio Inc,PALI,1175261400
Capstone Green Energy Corp,CGRN,962371800
Roper Industries,ROP,697991400
Livevox Hldgs Inc,LVOX,1555594200
Neovasc Inc,NVCN,1170685800
Anterix Inc.,ATEX,1422973800
Pds Biotechnology Corp,PDSB,1443619800
Telefonica S.A. ADR,TEF,550503000
U S Lime & Mineral,USLM,322151400
Repay Holdings Corp Cl A,RPAY,1531834200
Axs -1.5X Pypl Daily ETF,PYPS,1657805400
Leju Holdings Ltd ADR,LEJU,1397741400
Caredx Inc,CDNA,1405603800
Glaukos Corp,GKOS,1435239000
Global Clean Energy Ishares ETF,ICLN,1214400600
Franklin Universal Trust,FT,591283800
Pq Group Holdings Inc,ECVT,1506691800
Ladder Capital Corp,LADR,1391697000
Mesa Labs Inc,MLAB,446913000
GX Disruptive Materials ETF,DMAT,1643293800
Berkeley Lights Inc,BLI,1594992600
Redhill Biophrma ADR,RDHL,1357569000
China Yuchai International,CYD,787588200
Westwood Holdings Group Inc,WHG,1023975000
Neurocrine Bioscienc,NBIX,832858200
US Equity Dividend Select ETF FT,RNDV,1498483800
Nuveen Real Estate Fund,JRS,1006180200
Social Capital Suvretta Holdings Corp II,DNAB,1625059800
Blackrock Muniholdings New Jersey,MUJ,889713000
Dragonfly Energy Hldgs Corp,DFLI,1629811800
Strats Sm Trust For Allstate Corp,GJT,1185975000
Las Vegas Sands,LVS,1103121000
Smallcap Value Alphadex Fund FT,FYT,1303306200
Steven Maddens Ltd,SHOO,755793000
Chatham Lodging Trust REIT,CLDT,1271424600
Gores Holdings Ix Inc Cl A,GHIX,1648042200
National Health Investors,NHI,687015000
Gladstone Cap Corp,GLAD,1028295000
Cbak Energy Technology Inc,CBAT,1108391400
Danaos Corp,DAC,1161005400
Arrow Electronics,ARW,322151400
Ramaco Resources Inc,METC,1486132200
Meridian Bioscience,VIVO,523027800
KBW Bank Invesco ETF,KBWB,1320154200
Polar Power Inc,POLA,1481121000
Vicor Cp,VICR,639149400
Fluor Corp,FLR,975681000
Phibro Anl Htlh A,PAHC,1397223000
Comscore Inc,SCOR,1182951000
United Therapeutic,UTHR,929626200
Axos Financial Inc,AX,1110983400
Developed International Equity Select,RNDM,1498224600
Nuveen Missouri Premium Fund,NOM,738423000
Kemper Corp,KMPR,640877400
Telephone and Data Systems,TDS,377274600
Aziyo Biologics Inc Cl A,AZYO,1602163800
Marker Therapeutics Inc,MRKR,1026826200
One Stop Systems Inc,OSS,1517495400
Psychemedics,PMD,538324200
Caleres Inc,CAL,322151400
Ranger Oil Corp,ROCC,1479306600
Splunk Inc,SPLK,1334842200
Nerdwallet Inc Cl A,NRDS,1636032600
Mdjm Ltd,MDJH,1546957800
Brookfield Asset Management Ltd,BAM,1669905000
Itiquira Acquisition Corp Cl A,ITQ,1617283800
Dtf Tax-Free Income 2028 Term Fund Inc,DTF,690820200
Territorial Bancorp,TBNK,1247491800
Biotech Acquisition Company Cl A,BIOT,1616419800
Couchbase Inc,BASE,1626960600
Yext Inc,YEXT,1492090200
Phreesia Inc,PHR,1563456600
Harpoon Therapeutics Inc,HARP,1549636200
Powell Inds Inc,POWL,322151400
Brainsway Ltd ADR,BWAY,1555507800
Aptose Bioscns,APTO,700756200
The Azek Company Cl A,AZEK,1591968600
Industrial Logistics Properties Trust,ILPT,1515767400
National Research Corp,NRC,1369315800
Clear Secure Inc Cl A,YOU,1625059800
Mix Telematics Ltd ADR,MIXT,1376055000
Good Works II Acquisition Corp,GWII,1629811800
Charah Solutions Inc 8.50%,CHRB,1630416600
908 Devices Inc,MASS,1608301800
Phillips Edison & Company Inc,PECO,1614263400
Local Bounti Corp,LOCL,1618839000
Calix Inc,CALX,1269437400
Wipro Ltd ADR,WIT,971962200
Replimune Group Inc,REPL,1532093400
S&W Seed Company,SANW,1276522200
Sportsman's Wareh,SPWH,1397741400
HP Inc,HPQ,-252322200
Rafael Holdings Inc,RFL,1522157400
Ollies Bargain CS,OLLI,1437053400
Pimco Income Strategy Fund II,PFN,1098883800
Concentrix Corp,CNXC,1606228200
Texas Community Bancshares Inc,TCBS,1626442200
Priveterra Acquisition Corp Cl A,PMGM,1618234200
GX Autonomous & Electric Vehicles ETF,DRIV,1523971800
Envista Holdings Corp,NVST,1568813400
Global-E Online Ltd,GLBE,1620826200
Nlight Inc,LASR,1524749400
Aware Inc,AWRE,839597400
Wisconsin Energy Corp,WEC,322151400
ADT Inc,ADT,1516372200
Maxar Technologies Ltd,MAXR,1234535400
Aptevo Therapeutics Inc,APVO,1469021400
Eog Resources,EOG,623511000
Alarum Technologies Ltd ADR,ALAR,1534512600
Cabana Target Drawdown 13 ETF,TDSD,1600435800
Nyxoah S A,NYXH,1619616600
Citius Pharmaceuticals Inc,CTXR,1412256600
Kforce Inc,KFRC,808493400
Weibo Corp ADR,WB,1397741400
Soligenix Inc,SNGX,765466200
Futurefuel Corp,FF,1300887000
Blackrock High Yield Fund VI Inc,HYT,1054215000
Tata Motors Ltd ADR,TTM,1096291800
Uxin Ltd ADR,UXIN,1530106200
Teekay Tankers Ltd,TNK,1197556200
Neuberger Next Gen Connectivity Fund Inc,NBXG,1622035800
Cooper Companies,COO,412007400
Arhaus Inc Cl A,ARHS,1636032600
Amesite Inc,AMST,1601040600
Granite Point Mortgage Trust Inc,GPMT,1498483800
Candel Therapeutics Inc,CADL,1627392600
Nextera Energy Partners LP,NEP,1403875800
Cvrx Inc,CVRX,1625059800
Multicap Growth Alphadex Fund FT,FAD,1178890200
Hut 8 Mining Corp,HUT,1520519400
Nemaura Med Inc,NMRD,1517841000
Inventiva S.A. ADR,IVA,1594387800
Freeport-Mcmoran Inc,FCX,805383000
Goal Acquisitions Corp,PUCK,1616765400
Ishares Environmental Infra and,EFRA,1667482200
Carrier Global Corp,CARR,1584624600
Alpha Metallurgical Resources Inc,AMR,1612794600
Wework Inc,WE,1634823000
Alamos Gold Inc,AGI,1051882200
Hawks Acquisition Corp Cl A,HWKZ,1638196200
Oak Street Health Inc,OSH,1596720600
Shapeways Hldgs Inc,SHPW,1573741800
Agios Pharmaceuticals,AGIO,1374672600
Neogenomics Inc,NEO,1079447400
Everest Re Group,RE,812727000
GX Nasdaq 100 Covered Call & Growth ETF,QYLG,1600867800
Uphealth Inc,UPH,1561987800
Actelis Networks Inc,ASNS,1652448600
Nasdaq Aba Community Bank Index Fund FT,QABA,1246455000
Victory US Smallcap HI Div Vol Wtd ETF,CSB,1438176600
The Growth For Good Acquisition Corp Cl,GFGD,1643985000
Hometrust Bancshares,HTBI,1342013400
Flowers Foods,FLO,322151400
Macy's Inc,M,697300200
Macquarie Global Infrastructure Total,MGU,1125063000
Erasca Inc,ERAS,1626442200
Nexgen Energy Ltd,NXE,1376487000
Oppfi Inc,OPFI,1605882600
Nasdaq Transportation ETF,FTXR,1474551000
Golden Ocean Gp,GOGL,855325800
Nuveen Insured New York Tax-Free,NXN,708960600
Old Republic International Corp,ORI,322151400
Zevia Pbc Cl A,ZVIA,1626960600
Aegon N.V. ADR,AEG,488813400
1-800-Flowers.com,FLWS,933687000
Neonode Inc,NEON,600359400
Richmond Mutual Bancorp Inc,RMBI,1562074200
Twelve Seas Investment Company II Cl A,TWLV,1619703000
Gardiner Healthcare Acquisitions Corp,GDNR,1642084200
Belite Bio Inc ADR,BLTE,1651239000
U.S. Treasury Inflation Prot Secs Fd,WIA,1064842200
Fubotv Inc,FUBO,1553693400
Brookfield Renewable Corp,BEPC,1595597400
Lincoln Elec Holdings,LECO,765725400
Actuant Corp,EPAC,964445400
Gravitas Education Hldgs Inc,GEHI,1506519000
Allied Gaming & Entertainment Inc,AGAE,1508938200
Bit Brother Ltd,BTB,1433424600
Nathan's Famous IN,NATH,730737000
Manpower Inc,MAN,592061400
Sqz Biotechnologies Company,SQZ,1604064600
Asure Software,ASUR,702653400
Nuveen Virginia Premium Fund,NPV,732465000
Qvc Inc 6.250% Senior Secured Notes Due,QVCC,1575037800
Blackrock Enhanced Government Fund,EGF,1130419800
Ultralife Corp,ULBI,725121000
Avista Corp,AVA,99153000
Arya Sciences Acquisition Corp V Cl A,ARYE,1626096600
Acco Brands Corp,ACCO,1124285400
Swk Holdings Corp,SWKH,938093400
Synaptics Inc,SYNA,1012314600
Harbor Custom Development Inc,HCDI,1598621400
Peloton Interactive Inc,PTON,1569504600
Blucora Inc,BCOR,913732200
Olema Pharmaceuticals Inc,OLMA,1605796200
Aersale Corp,ASLE,1551364200
Whitehorse Finance,WHF,1354804200
Intevac Inc,IVAC,816964200
Gray Television,GTN,1030714200
Noah Holdings Ltd ADR,NOAH,1289399400
Hexcel Corp,HXL,322151400
Greystone Housing Impact Investors LP,GHI,512836200
Sk Telecom Corp ADR,SKM,835882200
Verastem Inc,VSTM,1327674600
KBW High Dividend Yield Financial,KBWD,1291300200
Immunoprecise Antibodies Ltd,IPA,1010413800
Skeena Resources Ltd,SKE,1012919400
Matterport Inc,MTTR,1612276200
Semrush Holdings Inc Cl A,SEMR,1616592600
Allego N.V.,ALLG,1617283800
Adc Therapeutics Sa,ADCT,1589808600
Galecto Inc,GLTO,1603978200
Oconee Fed Fin Corp,OFED,1295015400
Pixelworks Inc,PXLW,958743000
Lennar Corp,LEN,322151400
Water Resources Invesco ETF,PHO,1133879400
Greenlight Biosciences Hldgs Pbc,GRNA,1615213800
Infinera Corp,INFN,1181223000
Lightning Emotors Inc,ZEV,1593696600
Enterprise 4.0 Technology Acquisition,ENTF,1639492200
Medicus Sciences Acquisition Corp Cl A,MSAC,1617802200
Svb Financial Group,SIVB,562257000
Avnet Inc,AVT,105283800
Diffusion Pharmaceuticals Inc,DFFN,1211549400
Russell 1000 Value Vanguard,VONV,1285162200
Mainstay CBRE Global Infrastructure,MEGI,1635341400
Dollar General Corp,DG,1258122600
High Income Long Short Fund,FSD,1285680600
Snap One Holdings Corp,SNPO,1627479000
Wisdomtree Int Rate HI Yld Bond Hedged,HYZD,1387377000
Axs Nvda -1.25X Daily ETF,NVDS,1657805400
Sportsmap Tech Acquisition Corp,SMAP,1637073000
Supernus Pharm,SUPN,1335879000
Dr. Reddy's Laboratories Ltd ADR,RDY,986995800
Brenmiller Energy Ltd,BNRG,1653485400
Southern Company Series 2020C 4.20%,SOJE,1600867800
Karat Packaging Inc,KRT,1618493400
Dollar Tree Inc,DLTR,794586600
20+ Year Treas Bond Ishares ETF,TLT,1028035800
Unifi Inc,UFI,322151400
Harrow Health Inc,HROW,1190986200
Boxed Inc,BOXD,1612967400
Cabana Target Drawdown 16 ETF,TDSE,1600435800
Assertio Therapeutics Inc,ASRT,881159400
Graftech International Ltd,EAF,1524144600
Calamos Cv & High IN,CHY,1054215000
Netapp Inc,NTAP,816964200
Ugi Corp,UGIC,1622208600
Eagle Point Income Company,EIC,1563975000
4D Molecular Therapeutics Inc,FDMT,1607697000
Capital Southwest,CSWC,322151400
New America High,HYB,572279400
Nu Skin Enterprises,NUS,848673000
Mplx LP,MPLX,1351258200
Amci Acquisition Corp II Cl A,AMCI,1632490200
Invesco Bulletshares 2032 Corp Bond ETF,BSCW,1662730200
Enstar Group Ltd,ESGR,859905000
Black Stone Minerals LP,BSM,1430400600
Rayonier Advanced Materials Inc,RYAM,1402925400
Totalenergies Se ADR,TTE,688397400
Huadi International Group Ltd,HUDI,1611325800
Laboratory Corp of America Holdings,LH,638721000
Community Bank System,CBU,501863400
Rcf Acquisition Corp Cl A,RCFA,1640961000
American Reprographics Company,ARC,1107527400
Calavo Growers Inc,CVGW,1027344600
Royce Global Value Trust Inc,RGT,1381325400
RPC Inc,RES,455808600
Golden Dragon China Invesco ETF,PGJ,1102602600
Troika Media Group Inc,TRKA,1618925400
Jones Lang Lasalle Inc,JLL,869146200
Pimco California Muni II,PCK,1025098200
Monro Muffler Brak,MNRO,680880600
Ziff Davis Inc,ZD,932736600
Royce Micro-Cap Trust,RMT,755965800
Lufax Holding Ltd ADR,LU,1604064600
Jacobs Engineering Group Inc,J,322151400
Skillful Craftsman Education Technology,EDTK,1595511000
Imara Inc,IMRA,1584019800
United Microelectronics Corp ADR,UMC,969370200
Intelligent Living Application Group Inc,ILAG,1657719000
Diamond Hill Inv,DHIL,834067800
Sempra Energy 5.750% Junior,SREA,1561642200
Manhattan Bridge,LOAN,926602200
CGI Group,GIB,907767000
T S R Inc,TSRI,262449000
Generation Asia I Acquisition Cl A,GAQ,1647437400
Unity Bancorp Inc,UNTY,853252200
Ontrak Inc,OTRK,1071498600
Avanos Medical Inc,AVNS,1413898200
Equinor ASA ADR,EQNR,992871000
Bit Mining Ltd,BTCM,1385130600
Trustmark Corp,TRMK,322151400
Cascadia Acquisition Corp Cl A,CCAI,1634909400
